Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossQReg	Time	AVG Time Per Epoch
63	-15.012573	4.089966	-6.9762926	-25.006948	-6.9873137	1.9965363	-4.130729	-9.977472	50.0	50.0	314999	-4.752978	2.9414713	5.7045116	-20.899443	-4.753398	2.9403596	6.572243	-20.851809	0.23118342	1.0405862	10.782153	-12.596531	4.895646	3.305811	1.7986739	2759.0505800247192	43.79445369281466
64	-15.521926	4.874295	-6.629701	-25.62338	-9.672134	2.9861689	-5.1540766	-14.393766	50.0	50.0	319999	-4.738582	2.9289093	6.0095572	-20.702812	-4.73858	2.9280057	9.878758	-20.038208	0.21762232	1.0328789	8.136618	-11.022752	4.8716717	3.2442749	1.7676182	2804.7559237480164	43.82431134954095
65	-14.514702	4.3512397	-6.807718	-25.422194	-6.5513024	2.5938385	-2.550168	-10.71912	50.0	50.0	324999	-4.698615	2.916315	8.984943	-23.913702	-4.698827	2.9159412	9.046977	-20.738462	0.21933587	1.0336099	6.5241356	-9.556901	4.83989	3.249793	1.7669047	2850.580726146698	43.8550881422483
66	-14.363099	4.43363	-5.9680257	-23.92294	-6.841606	1.9514318	-3.5181787	-9.930469	50.0	50.0	329999	-4.702727	2.913432	11.864825	-21.987	-4.7027173	2.9140987	7.7885923	-22.574442	0.21859339	1.0344884	5.8919735	-11.105093	4.8454175	3.2426403	1.761809	2896.5230667591095	43.88671317245021
67	-15.123236	4.2143126	-6.7713857	-26.325907	-8.215446	3.3081539	-5.4155087	-16.526035	50.0	50.0	334999	-4.688592	2.920244	5.262966	-21.664839	-4.6886	2.9205477	9.124469	-21.566048	0.21364391	1.0362215	15.836998	-11.507325	4.8326893	3.260436	1.7710512	2942.607968568802	43.91952195808069
68	-15.463601	4.228683	-7.3079696	-24.326057	-7.6591287	2.5626605	-4.239805	-12.536631	50.0	50.0	339999	-4.660948	2.9040792	6.6788344	-22.169386	-4.661145	2.9029286	7.685611	-21.180109	0.20295955	1.0389218	9.45785	-10.587748	4.798466	3.240057	1.7586051	2988.5201354026794	43.94882555218304
69	-15.245382	4.1946354	-7.75539	-25.116825	-8.415743	2.7142665	-3.5498683	-14.260653	50.0	50.0	344999	-4.634046	2.8948455	9.36545	-23.50075	-4.63408	2.8953855	11.777114	-21.789997	0.21276028	1.0304617	8.665183	-10.448884	4.7700257	3.1948016	1.7351047	3034.3601672649384	43.97623434619627
70	-15.204229	4.386424	-6.765791	-24.722569	-7.163739	3.104569	-3.6100712	-11.993263	50.0	50.0	349999	-4.6322613	2.8847237	5.37206	-23.281052	-4.6322203	2.8845394	8.040455	-21.458422	0.2030081	1.0359125	5.5566583	-10.557368	4.7708797	3.2015653	1.7348828	3080.1691584587097	44.00241658346994
71	-14.289745	4.623752	-6.607068	-25.825861	-8.192747	4.0115075	-4.302892	-15.49337	50.0	50.0	354999	-4.6158824	2.888234	7.939036	-20.440926	-4.6160145	2.8875732	6.4515624	-20.730415	0.21070303	1.0293752	5.107252	-8.9392185	4.757697	3.1876755	1.7284386	3126.0764167308807	44.02924534972285
72	-15.044128	4.6527658	-7.4863935	-24.75795	-7.355329	3.3185127	-2.6592093	-14.345704	50.0	50.0	359999	-4.6140313	2.9009764	6.805441	-22.833303	-4.613997	2.9007592	6.2350893	-21.799368	0.2178519	1.031909	12.701177	-10.362264	4.749749	3.1628258	1.7145582	3172.215107679367	44.05854319863849
